"seqnames"	"start"	"end"	"width"	"strand"	"EnsemblID"	"Symbol"	"CTCF"
"chr12"	8912896	8914895	2000	"+"	"ENSG00000111752"	"PHC1"	0
"chr3"	194397355	194399354	2000	"-"	"ENSG00000178732"	"GP5"	0
"chr3"	169771831	169773830	2000	"+"	"ENSG00000085274"	"MYNN"	4
"chr14"	77615774	77617773	2000	"-"	"ENSG00000100596"	"SPTLC2"	5
"chr4"	140523158	140525157	2000	"+"	"ENSG00000179387"	"ELMOD2"	44
"chr15"	82647862	82649861	2000	"-"	"ENSG00000214575"	"CPEB1"	0
"chr21"	44284838	44286837	2000	"+"	"ENSG00000160224"	"AIRE"	4
"chr12"	9931382	9933381	2000	"-"	"ENSG00000188393"	"CLEC2A"	1
"chrX"	118494898	118496897	2000	"+"	"ENSG00000147251"	"DOCK11"	2
"chr15"	42919810	42921809	2000	"-"	"ENSG00000128881"	"TTBK2"	3
"chr17"	35146817	35148816	2000	"+"	"ENSG00000141161"	"UNC45B"	1
"chr19"	57118138	57120137	2000	"+"	"ENSG00000131864"	"USP29"	1
"chrX"	132960396	132962395	2000	"-"	"ENSG00000171004"	"HS6ST2"	0
"chr11"	18587748	18589747	2000	"-"	"ENSG00000151116"	"UEVLD"	3
"chr11"	67287547	67289546	2000	"+"	"ENSG00000172932"	"ANKRD13D"	2
"chr20"	33160768	33162767	2000	"+"	"ENSG00000131050"	"BPIFA2"	1
"chr14"	35121549	35123548	2000	"+"	"ENSG00000258790"	"RP11-561B11.2"	2
"chr2"	27662471	27664470	2000	"+"	"ENSG00000163798"	"SLC4A1AP"	2
"chr16"	30525822	30527821	2000	"-"	"ENSG00000169957"	"ZNF768"	1
"chr3"	107521936	107523935	2000	"+"	"ENSG00000114439"	"BBX"	2
"chr8"	53842559	53844558	2000	"-"	"ENSG00000047249"	"ATP6V1H"	1
"chr5"	134844680	134846679	2000	"+"	"ENSG00000181904"	"C5orf24"	4
"chr9"	15510020	15512019	2000	"-"	"ENSG00000164985"	"PSIP1"	15
"chr2"	186485156	186487155	2000	"+"	"ENSG00000065548"	"ZC3H15"	0
"chr2"	204544793	204546792	2000	"+"	"ENSG00000116117"	"PARD3B"	3
"chr16"	46620627	46622626	2000	"-"	"ENSG00000171241"	"SHCBP1"	0
"chr20"	63271695	63273694	2000	"-"	"ENSG00000101198"	"NKAIN4"	0
"chr6"	28123560	28125559	2000	"+"	"ENSG00000196812"	"ZSCAN16"	1
"chr14"	20304995	20306994	2000	"-"	"ENSG00000136319"	"TTC5"	2
"chr7"	77695443	77697442	2000	"+"	"ENSG00000187257"	"RSBN1L"	3
"chr8"	20302964	20304963	2000	"-"	"ENSG00000061337"	"LZTS1"	4
"chr21"	34614143	34616142	2000	"-"	"ENSG00000159200"	"RCAN1"	2
"chr1"	66923895	66925894	2000	"+"	"ENSG00000198160"	"MIER1"	1
"chr18"	36828217	36830216	2000	"-"	"ENSG00000134779"	"TPGS2"	0
"chr7"	123198987	123200986	2000	"-"	"ENSG00000081800"	"SLC13A1"	3
"chr16"	2857171	2859170	2000	"-"	"ENSG00000005001"	"PRSS22"	1
"chr1"	201398916	201400915	2000	"-"	"ENSG00000159166"	"LAD1"	6
"chr16"	30533853	30535852	2000	"-"	"ENSG00000261459"	"ZNF747"	1
"chr8"	97643179	97645178	2000	"+"	"ENSG00000147649"	"MTDH"	1
"chr1"	201126185	201128184	2000	"-"	"ENSG00000232237"	"ASCL5"	4
"chr1"	46718065	46720064	2000	"-"	"ENSG00000159658"	"EFCAB14"	0
"chr6"	76071679	76073678	2000	"-"	"ENSG00000112706"	"IMPG1"	3
"chr19"	4968113	4970112	2000	"+"	"ENSG00000127663"	"KDM4B"	8
"chr7"	128789757	128791756	2000	"+"	"ENSG00000128596"	"CCDC136"	0
"chr17"	81682925	81684924	2000	"-"	"ENSG00000214087"	"ARL16"	0
"chr19"	3707109	3709108	2000	"+"	"ENSG00000105289"	"TJP3"	3
"chr1"	11857932	11859931	2000	"-"	"ENSG00000120937"	"NPPB"	3
"chr16"	30557499	30559498	2000	"-"	"ENSG00000169951"	"ZNF764"	0
"chr1"	28192937	28194936	2000	"-"	"ENSG00000169403"	"PTAFR"	1
"chr1"	181032425	181034424	2000	"+"	"ENSG00000153029"	"MR1"	0
"chr8"	11283416	11285415	2000	"+"	"ENSG00000104643"	"MTMR9"	1
"chr15"	64093123	64095122	2000	"+"	"ENSG00000028528"	"SNX1"	3
"chr4"	185142241	185144240	2000	"+"	"ENSG00000151729"	"SLC25A4"	4
"chr17"	63445379	63447378	2000	"-"	"ENSG00000008283"	"CYB561"	1
"chr6"	150598863	150600862	2000	"+"	"ENSG00000120278"	"PLEKHG1"	0
"chr2"	197675046	197677045	2000	"-"	"ENSG00000162944"	"RFTN2"	1
"chr12"	68745106	68747105	2000	"+"	"ENSG00000175782"	"SLC35E3"	1
"chr9"	133413358	133415357	2000	"+"	"ENSG00000160323"	"ADAMTS13"	1
"chr1"	91948371	91950370	2000	"+"	"ENSG00000137948"	"BRDT"	0
"chr12"	50282547	50284546	2000	"-"	"ENSG00000050405"	"LIMA1"	2
"chr18"	55663788	55665787	2000	"-"	"ENSG00000196628"	"TCF4"	1
"chr5"	43064176	43066175	2000	"+"	"ENSG00000172262"	"ZNF131"	173
"chr1"	150148183	150150182	2000	"+"	"ENSG00000023902"	"PLEKHO1"	0
"chr14"	105020149	105022148	2000	"-"	"ENSG00000170779"	"CDCA4"	4
"chr7"	29989290	29991289	2000	"-"	"ENSG00000136193"	"SCRN1"	1
"chr19"	46296046	46298045	2000	"+"	"ENSG00000124440"	"HIF3A"	1
"chr8"	7494846	7496845	2000	"+"	"ENSG00000198129"	"DEFB107B"	0
"chr1"	1599097	1601096	2000	"-"	"ENSG00000228594"	"C1orf233"	0
"chr7"	127252295	127254294	2000	"-"	"ENSG00000179603"	"GRM8"	2
"chr2"	47569940	47571939	2000	"-"	"ENSG00000184261"	"KCNK12"	1
"chr19"	55257996	55259995	2000	"-"	"ENSG00000105063"	"PPP6R1"	1
"chr1"	184050677	184052676	2000	"+"	"ENSG00000198860"	"TSEN15"	3
"chr8"	102123908	102125907	2000	"-"	"ENSG00000104490"	"NCALD"	8
"chrX"	52368030	52370029	2000	"+"	"ENSG00000155622"	"XAGE2"	0
"chr5"	891643	893642	2000	"+"	"ENSG00000071539"	"TRIP13"	8
"chr2"	240867479	240869478	2000	"+"	"ENSG00000172482"	"AGXT"	4
"chr21"	42495008	42497007	2000	"+"	"ENSG00000160190"	"SLC37A1"	8
"chr22"	21416404	21418403	2000	"+"	"ENSG00000169635"	"HIC2"	0
"chr5"	138438017	138440016	2000	"+"	"ENSG00000132563"	"REEP2"	2
"chr11"	124864386	124866385	2000	"+"	"ENSG00000154134"	"ROBO3"	2
"chr14"	35121518	35123517	2000	"-"	"ENSG00000092020"	"PPP2R3C"	2
"chr15"	34753966	34755965	2000	"-"	"ENSG00000159248"	"GJD2"	0
"chrX"	74613618	74615617	2000	"-"	"ENSG00000131263"	"RLIM"	0
"chr4"	145097542	145099541	2000	"-"	"ENSG00000164162"	"ANAPC10"	3
"chrX"	55088008	55090007	2000	"+"	"ENSG00000234068"	"PAGE2"	1
"chr16"	33458045	33460044	2000	"+"	"ENSG00000278848"	"RP11-23E10.6"	8
"chr12"	7710454	7712453	2000	"+"	"ENSG00000187569"	"DPPA3"	2
"chr7"	37448250	37450249	2000	"-"	"ENSG00000155849"	"ELMO1"	1
"chr16"	69423525	69425524	2000	"+"	"ENSG00000103018"	"CYB5B"	0
"chr2"	102735908	102737907	2000	"+"	"ENSG00000170417"	"TMEM182"	4
"chr6"	33008613	33010612	2000	"-"	"ENSG00000204252"	"HLA-DOA"	1
"chr10"	27998049	28000048	2000	"-"	"ENSG00000169126"	"ARMC4"	3
"chr20"	35432029	35434028	2000	"+"	"ENSG00000204183"	"GDF5OS"	2
"chr8"	52937431	52939430	2000	"+"	"ENSG00000183729"	"NPBWR1"	3
"chr11"	34915500	34917499	2000	"-"	"ENSG00000149089"	"APIP"	2
"chr13"	108217379	108219378	2000	"+"	"ENSG00000139826"	"ABHD13"	2
"chr20"	35453747	35455746	2000	"-"	"ENSG00000125965"	"GDF5"	3
"chrX"	48469257	48471256	2000	"-"	"ENSG00000017483"	"SLC38A5"	2
"chrX"	38005582	38007581	2000	"+"	"ENSG00000147041"	"SYTL5"	0
"chr19"	48551075	48553074	2000	"+"	"ENSG00000088002"	"SULT2B1"	1
"chr16"	70298194	70300193	2000	"+"	"ENSG00000260537"	"RP11-529K1.3"	3
"chr3"	111978010	111980009	2000	"+"	"ENSG00000144827"	"ABHD10"	3
"chr12"	66803187	66805186	2000	"-"	"ENSG00000155974"	"GRIP1"	50
"chr10"	117196489	117198488	2000	"+"	"ENSG00000186795"	"KCNK18"	1
"chr3"	63651668	63653667	2000	"+"	"ENSG00000188817"	"SNTN"	0
"chr8"	60515857	60517856	2000	"+"	"ENSG00000104388"	"RAB2A"	2
"chr17"	4832388	4834387	2000	"+"	"ENSG00000141503"	"MINK1"	3
"chr16"	23520996	23522995	2000	"-"	"ENSG00000103365"	"GGA2"	8
"chr9"	121369305	121371304	2000	"-"	"ENSG00000148175"	"STOM"	1
"chr2"	219308649	219310648	2000	"-"	"ENSG00000054356"	"PTPRN"	0
"chr13"	87671615	87673614	2000	"+"	"ENSG00000165300"	"SLITRK5"	0
"chr16"	11796268	11798267	2000	"-"	"ENSG00000122299"	"ZC3H7A"	4
"chr22"	24269817	24271816	2000	"+"	"ENSG00000100014"	"SPECC1L"	3
"chr19"	9935553	9937552	2000	"-"	"ENSG00000105088"	"OLFM2"	1
"chr11"	206511	208510	2000	"+"	"ENSG00000177963"	"RIC8A"	19
"chr2"	203013879	203015878	2000	"+"	"ENSG00000144426"	"NBEAL1"	6
"chr2"	105743897	105745896	2000	"+"	"ENSG00000071051"	"NCK2"	5
"chr2"	169063789	169065788	2000	"+"	"ENSG00000073737"	"DHRS9"	2
"chr5"	36150989	36152988	2000	"+"	"ENSG00000145604"	"SKP2"	4
"chr4"	128060268	128062267	2000	"+"	"ENSG00000138709"	"LARP1B"	2
"chr12"	118134858	118136857	2000	"+"	"ENSG00000089220"	"PEBP1"	1
"chr15"	55992747	55994746	2000	"-"	"ENSG00000069869"	"NEDD4"	4
"chr4"	39044039	39046038	2000	"+"	"ENSG00000109790"	"KLHL5"	5
"chr2"	31413716	31415715	2000	"-"	"ENSG00000158125"	"XDH"	0
"chr5"	160369642	160371641	2000	"-"	"ENSG00000145861"	"C1QTNF2"	0
"chr17"	35980497	35982496	2000	"-"	"ENSG00000275152"	"CCL16"	1
"chr11"	66290870	66292869	2000	"+"	"ENSG00000179292"	"TMEM151A"	1
"chrX"	54439401	54441400	2000	"+"	"ENSG00000158526"	"TSR2"	2
"chr2"	148020011	148022010	2000	"+"	"ENSG00000204406"	"MBD5"	0
"chr3"	122383176	122385175	2000	"+"	"ENSG00000114023"	"FAM162A"	1
"chrX"	136255483	136257482	2000	"-"	"ENSG00000129680"	"MAP7D3"	1
"chr19"	49461752	49463751	2000	"+"	"ENSG00000269469"	"CTD-3148I10.9"	1
"chr11"	17546373	17548372	2000	"+"	"ENSG00000188162"	"OTOG"	4
"chr20"	33810304	33812303	2000	"+"	"ENSG00000101421"	"CHMP4B"	1
"chr7"	151340699	151342698	2000	"+"	"ENSG00000013374"	"NUB1"	2
"chr7"	100100941	100102940	2000	"-"	"ENSG00000166508"	"MCM7"	1
"chr20"	45347425	45349424	2000	"-"	"ENSG00000124145"	"SDC4"	6
"chr1"	103615811	103617810	2000	"+"	"ENSG00000243480"	"AMY2A"	2
"chrX"	15314657	15316656	2000	"-"	"ENSG00000165192"	"ASB11"	0
"chr9"	128503700	128505699	2000	"+"	"ENSG00000119392"	"GLE1"	0
"chrX"	55181921	55183920	2000	"-"	"ENSG00000256045"	"MTRNR2L10"	1
"chr5"	73172195	73174194	2000	"+"	"ENSG00000164325"	"TMEM174"	0
"chr21"	6110134	6112133	2000	"+"	"ENSG00000275993"	"CH507-42P11.8"	0
"chr21"	17900263	17902262	2000	"+"	"ENSG00000154645"	"CHODL"	0
"chr1"	146228027	146230026	2000	"-"	"ENSG00000264343"	"NOTCH2NL"	0
"chr17"	76734865	76736864	2000	"+"	"ENSG00000092931"	"MFSD11"	1
"chr9"	101434824	101436823	2000	"-"	"ENSG00000136872"	"ALDOB"	2
"chr3"	101573095	101575094	2000	"+"	"ENSG00000081154"	"PCNP"	1
"chr11"	74170211	74172210	2000	"-"	"ENSG00000168014"	"C2CD3"	2
"chr16"	56675132	56677131	2000	"+"	"ENSG00000275691"	"RP11-249C24.12"	1
"chr19"	12805580	12807579	2000	"+"	"ENSG00000104889"	"RNASEH2A"	8
"chr19"	13102162	13104161	2000	"-"	"ENSG00000104903"	"LYL1"	3
"chr16"	72175879	72177878	2000	"-"	"ENSG00000118557"	"PMFBP1"	0
"chr19"	2050245	2052244	2000	"-"	"ENSG00000099875"	"MKNK2"	105
"chr2"	47401969	47403968	2000	"+"	"ENSG00000095002"	"MSH2"	29
"chr11"	65614773	65616772	2000	"+"	"ENSG00000197136"	"PCNXL3"	4
"chr2"	197452423	197454422	2000	"+"	"ENSG00000115520"	"COQ10B"	1
"chr2"	232405843	232407842	2000	"+"	"ENSG00000163286"	"ALPPL2"	3
"chr2"	105329035	105331034	2000	"-"	"ENSG00000135966"	"TGFBRAP1"	0
"chr7"	107742697	107744696	2000	"+"	"ENSG00000105879"	"CBLL1"	3
"chrX"	133096110	133098109	2000	"-"	"ENSG00000134588"	"USP26"	0
"chr21"	38660781	38662780	2000	"-"	"ENSG00000157554"	"ERG"	1
"chr4"	4225890	4227889	2000	"-"	"ENSG00000163982"	"OTOP1"	2
"chr1"	158398467	158400466	2000	"-"	"ENSG00000186306"	"OR10T2"	0
"chr7"	101084439	101086438	2000	"+"	"ENSG00000169871"	"TRIM56"	4
"chr14"	22828821	22830820	2000	"-"	"ENSG00000155465"	"SLC7A7"	0
"chr11"	27039725	27041724	2000	"+"	"ENSG00000129151"	"BBOX1"	2
"chr5"	149550553	149552552	2000	"-"	"ENSG00000113712"	"CSNK1A1"	1
"chr6"	57313805	57315804	2000	"+"	"ENSG00000146143"	"PRIM2"	2
"chr3"	122415052	122417051	2000	"-"	"ENSG00000196981"	"WDR5B"	2
"chr16"	75494385	75496384	2000	"-"	"ENSG00000183196"	"CHST6"	1
"chr9"	94373551	94375550	2000	"+"	"ENSG00000148110"	"HIATL1"	0
"chr19"	49473207	49475206	2000	"+"	"ENSG00000090554"	"FLT3LG"	130
"chr11"	89807576	89809575	2000	"-"	"ENSG00000168930"	"TRIM49"	0
"chr7"	95595492	95597491	2000	"-"	"ENSG00000004799"	"PDK4"	1
"chr20"	34974403	34976402	2000	"+"	"ENSG00000078814"	"MYH7B"	1
"chr1"	205210567	205212566	2000	"-"	"ENSG00000133059"	"DSTYK"	1
"chr16"	69725952	69727951	2000	"-"	"ENSG00000181019"	"NQO1"	2
"chr11"	110092361	110094360	2000	"+"	"ENSG00000149289"	"ZC3H12C"	2
"chr1"	154501114	154503113	2000	"-"	"ENSG00000169291"	"SHE"	1
"chr16"	30534348	30536347	2000	"-"	"ENSG00000169955"	"ZNF747"	3
"chr19"	49876425	49878424	2000	"+"	"ENSG00000104946"	"TBC1D17"	1
"chr5"	175476062	175478061	2000	"+"	"ENSG00000164466"	"SFXN1"	0
"chr5"	180071119	180073118	2000	"-"	"ENSG00000113269"	"RNF130"	3
"chr12"	989054	991053	2000	"-"	"ENSG00000002016"	"RAD52"	3
"chr1"	158419867	158421866	2000	"-"	"ENSG00000180708"	"OR10K2"	1
"chr17"	6650635	6652634	2000	"-"	"ENSG00000108590"	"MED31"	1
"chr7"	112479853	112481852	2000	"+"	"ENSG00000181016"	"LSMEM1"	1
"chr3"	193240125	193242124	2000	"+"	"ENSG00000127252"	"HRASLS"	2
"chr12"	93441263	93443262	2000	"-"	"ENSG00000177889"	"UBE2N"	2
"chrX"	133217349	133219348	2000	"-"	"ENSG00000183434"	"TFDP3"	0
"chr2"	176107790	176109789	2000	"+"	"ENSG00000128710"	"HOXD10"	2
"chr16"	50064941	50066940	2000	"+"	"ENSG00000155393"	"HEATR3"	3
"chr17"	43482865	43484864	2000	"+"	"ENSG00000067596"	"DHX8"	3
"chrX"	102124688	102126687	2000	"+"	"ENSG00000184905"	"TCEAL2"	2
"chr22"	42431396	42433395	2000	"-"	"ENSG00000235568"	"NFAM1"	0
"chr20"	3044945	3046944	2000	"+"	"ENSG00000125901"	"MRPS26"	0
"chr11"	67451406	67453405	2000	"+"	"ENSG00000175544"	"CABP4"	2
"chr13"	27269327	27271326	2000	"+"	"ENSG00000122035"	"RASL11A"	8
"chr1"	21439128	21441127	2000	"+"	"ENSG00000142794"	"NBPF3"	1
"chr7"	116158897	116160896	2000	"-"	"ENSG00000105967"	"TFEC"	1
"chr8"	12193134	12195133	2000	"-"	"ENSG00000186523"	"FAM86B1"	0
"chr19"	57144203	57146202	2000	"-"	"ENSG00000141946"	"ZIM3"	4
"chr11"	65960689	65962688	2000	"+"	"ENSG00000175467"	"SART1"	2
"chr10"	46910396	46912395	2000	"+"	"ENSG00000204179"	"PTPN20"	0
"chr5"	144169832	144171831	2000	"+"	"ENSG00000183775"	"KCTD16"	3
"chr7"	65872267	65874266	2000	"+"	"ENSG00000196715"	"VKORC1L1"	0
"chr7"	65005744	65007743	2000	"-"	"ENSG00000213462"	"ERV3-1"	0
"chrX"	102141971	102143970	2000	"-"	"ENSG00000204071"	"TCEAL6"	0
"chr10"	79981615	79983614	2000	"-"	"ENSG00000133661"	"SFTPD"	1
"chr12"	53676409	53678408	2000	"-"	"ENSG00000135390"	"ATP5G2"	1
"chr2"	20051029	20053028	2000	"-"	"ENSG00000068697"	"LAPTM4A"	18
"chr2"	17517440	17519439	2000	"-"	"ENSG00000214842"	"RAD51AP2"	0
"chr7"	65005685	65007684	2000	"-"	"ENSG00000152926"	"ZNF117"	0
"chrX"	103606451	103608450	2000	"+"	"ENSG00000196507"	"TCEAL3"	0
"chr6"	31794954	31796953	2000	"-"	"ENSG00000204394"	"VARS"	2
"chr15"	75711849	75713848	2000	"-"	"ENSG00000173546"	"CSPG4"	2
"chr21"	46285298	46287297	2000	"-"	"ENSG00000160294"	"MCM3AP"	3
"chr20"	3238191	3240190	2000	"-"	"ENSG00000088836"	"SLC4A11"	1
"chr3"	53045751	53047750	2000	"-"	"ENSG00000163935"	"SFMBT1"	0
"chr8"	98116242	98118241	2000	"-"	"ENSG00000132541"	"HRSP12"	2
"chrX"	120076706	120078705	2000	"-"	"ENSG00000203989"	"RHOXF2B"	0
"chr19"	57166444	57168443	2000	"-"	"ENSG00000258873"	"DUXA"	0
"chr1"	56644302	56646301	2000	"-"	"ENSG00000162407"	"PPAP2B"	0
"chr17"	41349813	41351812	2000	"-"	"ENSG00000006059"	"KRT33A"	2
"chrX"	49185529	49187528	2000	"-"	"ENSG00000012211"	"PRICKLE3"	0
"chr2"	131103847	131105846	2000	"+"	"ENSG00000115762"	"PLEKHB2"	2
"chr3"	147392422	147394421	2000	"+"	"ENSG00000152977"	"ZIC1"	0
"chr21"	34400073	34402072	2000	"-"	"ENSG00000222018"	"C21orf140"	1
"chr17"	42832351	42834350	2000	"-"	"ENSG00000126581"	"BECN1"	0
"chrX"	70289090	70291089	2000	"+"	"ENSG00000090889"	"KIF4A"	1
"chr7"	118213673	118215672	2000	"+"	"ENSG00000106013"	"ANKRD7"	1
"chr8"	101491432	101493431	2000	"+"	"ENSG00000083307"	"GRHL2"	5
"chr19"	57190500	57192499	2000	"+"	"ENSG00000083844"	"ZNF264"	0
"chr3"	27721712	27723711	2000	"-"	"ENSG00000163508"	"EOMES"	21
"chr14"	38255370	38257369	2000	"-"	"ENSG00000176435"	"CLEC14A"	0
"chrX"	129842910	129844909	2000	"-"	"ENSG00000188706"	"ZDHHC9"	1
"chr3"	182984954	182986953	2000	"-"	"ENSG00000043093"	"DCUN1D1"	1
"chr17"	79515149	79517148	2000	"-"	"ENSG00000167281"	"RBFOX3"	1
"chr5"	151436046	151438045	2000	"+"	"ENSG00000123643"	"SLC36A1"	1
"chr21"	34374480	34376479	2000	"+"	"ENSG00000205670"	"SMIM11"	0
"chr10"	95859548	95861547	2000	"+"	"ENSG00000270099"	"RP11-248J23.7"	2
"chr3"	49006062	49008061	2000	"+"	"ENSG00000178252"	"WDR6"	2
"chr2"	128090200	128092199	2000	"+"	"ENSG00000136731"	"UGGT1"	2
"chr16"	53702963	53704962	2000	"+"	"ENSG00000140718"	"FTO"	1
"chr7"	128936612	128938611	2000	"+"	"ENSG00000128604"	"IRF5"	48
"chr8"	118994452	118996451	2000	"+"	"ENSG00000184374"	"COLEC10"	4
"chr22"	39013083	39015082	2000	"+"	"ENSG00000244509"	"APOBEC3C"	4
"chr10"	102151176	102153175	2000	"+"	"ENSG00000166197"	"NOLC1"	1
"chr10"	62373192	62375191	2000	"+"	"ENSG00000138311"	"ZNF365"	2
"chr5"	95619078	95621077	2000	"+"	"ENSG00000178015"	"GPR150"	1
"chr12"	122077722	122079721	2000	"+"	"ENSG00000175727"	"MLXIP"	2
"chr3"	27368461	27370460	2000	"-"	"ENSG00000163491"	"NEK10"	3
"chr20"	3070620	3072619	2000	"+"	"ENSG00000101405"	"OXT"	2
"chr15"	74724611	74726610	2000	"-"	"ENSG00000140465"	"CYP1A1"	12
"chr20"	45880227	45882226	2000	"+"	"ENSG00000168612"	"ZSWIM1"	1
"chr4"	147616383	147618382	2000	"+"	"ENSG00000164168"	"TMEM184C"	2
"chr12"	31791242	31793241	2000	"-"	"ENSG00000188375"	"H3F3C"	0
"chr3"	190121438	190123437	2000	"-"	"ENSG00000090530"	"P3H2"	0
"chr17"	74212514	74214513	2000	"+"	"ENSG00000141540"	"TTYH2"	1
"chr5"	135894828	135896827	2000	"-"	"ENSG00000145839"	"IL9"	1
"chr17"	7582529	7584528	2000	"+"	"ENSG00000129255"	"MPDU1"	0
"chr10"	95710779	95712778	2000	"+"	"ENSG00000138185"	"ENTPD1"	2
"chrX"	103627704	103629703	2000	"+"	"ENSG00000172465"	"TCEAL1"	0
"chr1"	222588934	222590933	2000	"-"	"ENSG00000143498"	"TAF1A"	0
"chr7"	142932809	142934808	2000	"-"	"ENSG00000127412"	"TRPV5"	1
"chr4"	176194672	176196671	2000	"-"	"ENSG00000150628"	"SPATA4"	1
"chr17"	39460511	39462510	2000	"+"	"ENSG00000167258"	"CDK12"	1
"chr9"	68301867	68303866	2000	"+"	"ENSG00000187559"	"FOXD4L3"	1
"chr3"	15205152	15207151	2000	"+"	"ENSG00000131375"	"CAPN7"	1
"chr10"	75235031	75237030	2000	"-"	"ENSG00000165644"	"COMTD1"	2
"chr1"	220688845	220690844	2000	"+"	"ENSG00000162817"	"C1orf115"	0
"chr15"	34436467	34438466	2000	"-"	"ENSG00000175265"	"GOLGA8A"	0
"chr17"	80990598	80992597	2000	"+"	"ENSG00000176108"	"CHMP6"	1
"chr9"	34728468	34730467	2000	"-"	"ENSG00000205108"	"FAM205A"	1
"chr12"	56299393	56301392	2000	"-"	"ENSG00000062485"	"CS"	0
"chr14"	73135418	73137417	2000	"+"	"ENSG00000080815"	"PSEN1"	5
"chr4"	9443534	9445533	2000	"+"	"ENSG00000186146"	"DEFB131"	1
"chr1"	156590762	156592761	2000	"+"	"ENSG00000163382"	"APOA1BP"	5
"chr8"	123415725	123417724	2000	"+"	"ENSG00000156795"	"WDYHV1"	3
"chr19"	57229802	57231801	2000	"+"	"ENSG00000105146"	"AURKC"	5
"chr1"	4653732	4655731	2000	"+"	"ENSG00000196581"	"AJAP1"	2
"chr10"	92592286	92594285	2000	"+"	"ENSG00000138160"	"KIF11"	0
"chr9"	122476927	122478926	2000	"-"	"ENSG00000136834"	"OR1J1"	0
"chr13"	114233887	114235886	2000	"+"	"ENSG00000130177"	"CDC16"	1
"chr11"	123753546	123755545	2000	"-"	"ENSG00000221931"	"OR6X1"	2
"chr2"	97663108	97665107	2000	"-"	"ENSG00000115073"	"ACTR1B"	1
"chr1"	146143943	146145942	2000	"-"	"ENSG00000271425"	"NBPF10"	0
"chr9"	100441271	100443270	2000	"+"	"ENSG00000251349"	"MSANTD3-TMEFF1"	2
"chrX"	104565315	104567314	2000	"+"	"ENSG00000189108"	"IL1RAPL2"	1
"chr19"	39341373	39343372	2000	"-"	"ENSG00000130755"	"GMFG"	16
"chr7"	122698157	122700156	2000	"-"	"ENSG00000188050"	"RNF133"	2
"chrX"	150567619	150569618	2000	"+"	"ENSG00000171100"	"MTM1"	0
"chr3"	142224608	142226607	2000	"-"	"ENSG00000175066"	"GK5"	1
"chr2"	183077559	183079558	2000	"+"	"ENSG00000162999"	"DUSP19"	1
"chr9"	122509802	122511801	2000	"+"	"ENSG00000197233"	"OR1J2"	2
"chr4"	110364733	110366732	2000	"+"	"ENSG00000138792"	"ENPEP"	2
"chr1"	32246233	32248232	2000	"+"	"ENSG00000183615"	"FAM167B"	6
"chr10"	33004793	33006792	2000	"-"	"ENSG00000150093"	"ITGB1"	0
"chr1"	22562564	22564563	2000	"+"	"ENSG00000070886"	"EPHA8"	0
"chr3"	53098454	53100453	2000	"-"	"ENSG00000272305"	"RP11-894J14.5"	0
"chr9"	122518141	122520140	2000	"+"	"ENSG00000239590"	"OR1J4"	0
"chr9"	37421666	37423665	2000	"+"	"ENSG00000137106"	"GRHPR"	13
"chr11"	68902842	68904841	2000	"+"	"ENSG00000132740"	"IGHMBP2"	1
"chr17"	81682326	81684325	2000	"+"	"ENSG00000185359"	"HGS"	0
"chr19"	48109818	48111817	2000	"-"	"ENSG00000105499"	"PLA2G4C"	47
"chr4"	140567806	140569805	2000	"-"	"ENSG00000109424"	"UCP1"	0
"chrX"	139221778	139223777	2000	"-"	"ENSG00000129682"	"FGF13"	6
"chr1"	52926213	52928212	2000	"-"	"ENSG00000121310"	"ECHDC2"	0
"chr9"	100426156	100428155	2000	"+"	"ENSG00000066697"	"MSANTD3"	1
"chr17"	29389464	29391463	2000	"+"	"ENSG00000160551"	"TAOK1"	1
"chr6"	3230731	3232730	2000	"-"	"ENSG00000137285"	"TUBB2B"	9
"chr15"	89220752	89222751	2000	"-"	"ENSG00000140522"	"RLBP1"	5
"chr19"	38877280	38879279	2000	"-"	"ENSG00000187994"	"RINL"	5
"chr7"	2241222	2243221	2000	"+"	"ENSG00000106268"	"NUDT1"	6
"chr1"	19288251	19290250	2000	"-"	"ENSG00000162482"	"AKR7A3"	2
"chr20"	45886636	45888635	2000	"-"	"ENSG00000149634"	"SPATA25"	8
"chr10"	110206605	110208604	2000	"+"	"ENSG00000119950"	"MXI1"	2
"chr8"	1500366	1502365	2000	"+"	"ENSG00000198010"	"DLGAP2"	0
"chr4"	147683231	147685230	2000	"-"	"ENSG00000164169"	"PRMT9"	0
"chr15"	66496814	66498813	2000	"-"	"ENSG00000174446"	"SNAPC5"	1
"chr10"	117374468	117376467	2000	"-"	"ENSG00000165650"	"PDZD8"	0
"chr6"	49876097	49878096	2000	"-"	"ENSG00000124812"	"CRISP1"	6
"chr13"	93225842	93227841	2000	"+"	"ENSG00000183098"	"GPC6"	1
"chr10"	97849239	97851238	2000	"+"	"ENSG00000155265"	"GOLGA7B"	10
"chr8"	96644227	96646226	2000	"+"	"ENSG00000104324"	"CPQ"	3
"chr9"	92423462	92425461	2000	"-"	"ENSG00000127083"	"OMD"	0
"chr11"	123805388	123807387	2000	"-"	"ENSG00000196099"	"OR6M1"	0
"chr6"	169750622	169752621	2000	"+"	"ENSG00000130023"	"ERMARD"	1
"chr11"	31816962	31818961	2000	"-"	"ENSG00000007372"	"PAX6"	2
